artist,loved_count,mediaid,posted_count,sitename,time,title,loved,tags,artist_index_mod,site_index_mod
kidcudi,0.594983022295,1b9zx,0.0538116591928,Indie Shuffle,164,Falling Star (R3K Remix),True,"hiphop,rap,alternativerap,house",1.0,0.478260869565
friendlyfires,0.31560106341,ma8d,0.551569506726,EARMILK,464,Paris (feat. Au Revoir Simone) (Aeroplane Remix),True,"britishilike,favs4265,greatremix,summer,indiedance,radio,otherlevel,nixpartly,candidate,premium",0.0,0.0
mymorningjacket,0.00255323629281,yj17,0.0134529147982,Football and Music,182,Blue Moon,True,"indie,indierock,altcountry,rock,alternative",0.0,0.0
jolieholland,0.0016319654655,1b7zm,0.0582959641256,This Is That Song,197,Gold and Yellow,True,"2011,2010s",0.0,0.0
professorgreen,0.0381669342739,13ymc,0.00448430493274,Kick Kick Snare,288,Just Be Good To Green (Joker Vocal Remix),True,"hiphop,grime,ukhiphop,uk,rap,london,british",0.0,0.0
poka,0.0324813771683,1410v,0.00896860986547,Delicieuse Musique,248,99 style,True,"frenchhouse,house,frenchtouch,rap,disco,discohouse,torun,poka,electronic",0.0,0.0
fakeblood,0.0932062856992,12nm7,0.0807174887892,Penned Madness,319,I Think I Like It (Tommie Sunshine & Figure EC$TACY edit),True,"electro,electronic,fidgethouse,house,dance,electronica",0.0,0.0
phoenix,0.0866784238372,v1wz,0.0134529147982,indie shuffle,174,1901 (acoustic),True,"indie,french,indiepop,electronic,rock",1.0,1.0
oasis,0.0464057276723,45qw,0.0717488789238,Popdose,290,Don't Look Back in Anger,True,"britpop,rock,90s,british,oasis,alternative,indie,alternativerock,indierock,pop",1.0,0.0
cassius,0.0189518570188,143rp,0.0,Why FuKK When You Can Dance,142, I 3 U So,True,"house,electronic,dance,french,electronica",0.0,0.0
wtf?!deadprez,0.0182938064278,140t3,0.00448430493274,earmilk,336,It's Bigger Than Hip Hop (Sidney Samson Remix),True,"hiphop,bass,dubstepremixfilthy,rap,dub,dubstep,daftpunk,samadams,awesome",0.0,0.0
timgunter,0.0905477613119,14146,0.0,musical pairings @ eating/sf,265,"Ghosts 'N Money feat. Deadmau5, Drake, Birdman and Lil Wayne",True,"hiphop,party,beats,northcarolina,music,electronic,new,dope,awesome",0.0,0.0
gangstarr,0.0700955489458,12mkz,0.0,Silence Nogood,178,Work,True,"hiphop,rap,dj,newyork,undergroundhiphop,american",1.0,0.583333333333
oasis,0.127609170593,12kz0,0.0313901345291,Pigeons and Planes,248,Wonderwall (Questions Version),True,"britpop,rock,british,alternative,indie",1.0,0.75
theheavy,0.101023926719,xbmh,0.0448430493274,"Safety, Fun & Learning",217,How You Like Me Now?,True,"funk,soul,rock,indie,summer2011playlist,funkrock,carefree,strippertune,fullstops,sexy",1.0,0.0
dveloped,0.424837461504,1g7c9,0.0493273542601,djnodj,206,Bring Em Home (Edward Sharpe // T.I.),True,,0.0,0.833333333333
fosterthepeople,0.11463241294,1agyw,0.0224215246637,the burning ear,218,Pumped Up Kicks (The Knocks Remix),True,"remix,fosterthepeople,theknocks,dance,electronic,pop,indierock",0.0,0.777777777778
afrojack,0.197362533232,17pca,0.00896860986547,This Bonus Track,480,Replica (Daft Punk Vs. Yelle Vs. Katy Perry Vs. Bloc Party Vs. Major Lazer),True,"house,electrohouse,progressivehouse,dutch,electronic",0.0,0.0
ofmonstersandmen,0.69040035798,179kx,0.313901345291,Meadow Music,246,Little Talks,True,"indie,icelandic,alternative,folk,femalevocalist,checkout,lofi,radioparadise,radioparadise,2012",0.0,0.0
xaphoonjones,0.320865468137,1ab7h,0.0582959641256,Oh My Rock,179,The Jackson Pit,True,"xaphoonjones,passionpit,chiddybang,thejacksonfive,mashups",1.0,0.5
ratatatvsmarvingaye,0.242557447817,1agk1,0.0179372197309,Cause=Time,206,Ain't No Drugs High Enough The Jane Doze mashup),True,"indiepop,indie",0.0,0.0
markronsonandthebusinessintl,0.0491958621779,15562,0.0313901345291,AWmusic,265,The Bike Song (feat. Kyle Falconer & Spank Rock),True,"indie,funk,pop,british,fusion,upbeat,dance,electronic,hiphop,electro",0.0,0.0
lupefiasco,0.131557474139,1993j,0.0403587443946,Fuck yeah! Go team!,221,All Black Everything,True,"hiphop,aitchknight,moonh8sun,aitch,aitchrap,lupefiasco,alternativerap,cooldown,2010s,chicago",1.0,0.0
andre3000featnorahjones,0.0397199336685,121k0,0.0,Avenge the Virgins,157,Take off your cool,True,,0.0,0.0
shwayze,0.0589613329473,121jz,0.00448430493274,Discobelle,237,Buzzin' (DJ Skeet Skeet & Cory Nitta Remix),True,"hiphop,chill,alternativehiphop,rap",1.0,1.0
theflavour,0.0759653602169,1b0e2,0.00896860986547,Schitz Popinov,176,Sex on Fire ( Reggae Cover ),True,cover,0.0,0.0
beachhouse,0.071964412624,17a3h,0.363228699552,Chromewaves,209,I Do Not Care For The Winter Sun,True,"winter,comeonwinter,theelements,christmas",0.0,0.0
hoodieallen,0.0959174541339,18a02,0.0269058295964,The Smoking Section,197,Dreams Up,True,"hiphop,rocketshoesmixtapes",0.5,0.0
thetallestmanonearth,0.177463083362,z7wd,0.520179372197,Star Maker Machine,206,King of Spain,True,"folk,acoustic,singersongwriter,swedish,indierock,lofi,mood:confident,terrifilicious,zumdurchdenikeapoebeln,nufolk",0.0,0.0
hidetaketakayama,0.0260851254244,17pn7,0.0,Hilly Dilly,340,Sunset Song,True,"chillout,jazzhop,jazz,jazzhop,hiphop",0.0,0.0
thewhitepanda,0.203416598668,1621k,0.0269058295964,Silence Nogood,172,Escape Day 'N' Nite (Kid Cudi // Tiesto),True,"mashup,electronic",0.7,0.583333333333
elliegoulding,0.594430259798,1753q,0.0896860986547,Silence Nogood,281,Your Song (Blackmill Dubstep Remix),True,"dubstep,chillout,chillstep,blackmill",1.0,0.583333333333
theblackkeys,0.585928246164,10k0q,0.417040358744,Indie Shuffle,210,Tighten Up,True,"bluesrock,rock,garagerock,indierock,blues,indie,theblackkeys,2010s,bestof2010s,alternative",0.0,0.0
skrillex,0.249427495986,176za,0.0717488789238,aerial noise,305,Cat Rats,True,"electronica,downtempo,nurave,downbeat,electro",0.0,0.0
waitwhat,0.0709904977495,14fp8,0.00896860986547,the burning ear,274,got urself an electric gun (nas vs mgmt & justice),True,"hiphop,indie,rap,mashup,mashup,swinginsummersingles,djprophet,speedfreaks,dirtylaundry",1.0,0.777777777778
waitwhat,0.0327709194283,14d3j,0.00448430493274,Sunset in the Rearview,211,i gotcha right moves (lupe fiasco vs. onerepublic),True,"hiphop,indie,rap,mashup,mashup,swinginsummersingles,djprophet,speedfreaks,dirtylaundry",1.0,0.545454545455
kingsofconvenience,0.0870469321681,tgsm,0.085201793722,Delicieuse Musique,221,Boat Behind,True,"acoustic,singersongwriter,indie,acousticdreams,folk,kingsofconvenience,norwegian,bestof2009,beautifullyrics,folksydeliciousness",0.75,0.5
drakecoldplay,0.0878102708536,12gbs,0.00448430493274,Cause=Time,391,"Forever La Vida (feat. Lil Wayne, Kanye West & Eminem)",True,"malevocalists,hiphop,rap",0.0,0.0
outkast,0.0176357558369,120m5,0.00448430493274,One A Day,359,Spottieottiedopaliscious,True,"hiphop,outkast,dirtysouth,funk,chillout,horns,soul,90s,trumpet,damn",1.0,0.75
daviddallas,0.0596193835382,11whf,0.0269058295964,JayeL Audio Music,202,Til Tomorrow,True,"newzealand,rap,hiphop,nz,samoanz,newyork,sxsw2009,needtorate",0.0,0.0
atrak,0.0141612487168,12138,0.0,First up!,220,O Let's Overdo It,True,"turntablism,electronic,hiphop,scratch,canadian,electro",0.0,0.0
ceelogreen,0.0650417204075,12ewk,0.0134529147982,the burning ear,239,What Part Of Forever,True,"soundtrack,alternative,aitch,twilight,aitchsonic,moonh8sun,aitchchill,sonicrock,aitchawake,rock",0.0,0.0
thewhitepanda,0.149377484141,12bjt,0.0403587443946,Seattle in High Def,170,The Next Starf*cker (Snoop & Dre meet Starfucker),True,"mashup,electronic",0.7,0.0
eminem,0.192124450528,12gk7,0.0269058295964,AWmusic,264,Love the Way You Lie (Feat. Rihanna),True,,0.5,1.0
lupefiasco,0.0407464925904,11fnw,0.0,Pigeons and Planes,260,Love Letter To The Beat,True,"hiphop,rap,chicago,undergroundhiphop",1.0,0.75
bob,0.141954673475,11egv,0.0269058295964,Mixtape Maestro,219,Not Lost feat. T.I.,True,"hiphop,rap,dirtysouth",0.0,0.0
thetempertrap,0.432760390619,11akb,0.130044843049,J(am) of the Day,391,Sweet Disposition (RAC Mix),True,"indieelectronic,indieelectro,breakfast,hope,summer,indiepop,ionbradio,topquality,indie,fav",0.0,0.0
crystalcastles,0.13258403306,11nnh,0.134529147982,ACE,270,Vietnam (lightsoverla remix),True,favouriteremixes,0.0,0.0
kos,0.161248716801,r65a,0.0538116591928,Music For Kids Who Can't Read Good,190,I Wish I Knew Natalie Portman,True,"canadian,hiphop,goodhiphop,shitisofficial,canadianhiphop,summer,heissescheibe,catchyasshit,illtrack,topquality",1.0,1.0
devotchka,0.119423021242,98wz,0.130044843049,The Ruckus,420,How It Ends,True,"indie,beautiful,soundtrack,alternative,sad,melancholy,folk,gypsy,littlemisssunshine,mellow",0.0,0.0
gangstarr,0.0376931378484,11f9p,0.00896860986547,A Grumpy Old Man With A Beard,225,Above The Clouds,True,"hiphop,rap,gangstarr,eastcoastrap,djpremier,undergroundhiphop,thegoodstuff,newyork,superb,inspectahdeck",1.0,0.0
ugk,0.0684899055039,11f4z,0.0986547085202,The Music Ninja,257,Int'l Players Anthem (Feat. OutKast),True,"dirtysouth,hiphop,rap,southernrap,houston,ugk",0.0,0.0
justinbieberxmstrkrft,0.136979811008,11626,0.0493273542601,Music That We Like,218,Heartbreaker Baby (CJ Milli Mix),True,mashup,0.0,0.0
katyperry,0.223947777105,kgqy,0.121076233184,Minneapolis Fucking Rocks,207,Electric Feel (MGMT COVER),True,"cover,whatacover,takecover,acoustic,coversongs",0.0,0.0
atmosphere,0.336105919823,an3p,0.0807174887892,surviving the golden age,217,Sunshine,True,"hiphop,summer,slugo,summervibes,inspirational,underground,relaxin,2011,summertracks,happy",0.0,0.0
cocorosie,0.011028927904,hv6n,0.00448430493274,The New Montreal,181,Sunshine,True,"indie,experimental,femalevocalist,folk,freakfolk,alternative,newweirdamerica",0.0,0.0
blur,0.0144771130004,b1wn,0.00896860986547,Scottish Friction,318,Coffee & TV,True,"britpop,indie,alternative,90s,british,rock,blur",1.0,0.0
twodoorcinemaclub,0.240951804375,11sem,0.0313901345291,Indie Shuffle,226,"Eat That Up, It's Good For You",True,"indie,indietronica,electronic,summer,2010s,agoodday,dance,british,indiepop,nightdriving",1.0,0.478260869565
bobasherroth,0.0971282672212,11zec,0.0134529147982,Hot Biscuits,308,Fuck The Money,True,,0.0,0.0
beirut,0.163538732858,6fnn,0.345291479821,Stereofox,257,Postcards From Italy,True,"folk,indie,indiefolk,gypsy,balkan,alternative,beautiful,beirut,singersongwriter,summer",0.0,0.0
thewhitepanda,0.126161459293,11px3,0.0403587443946,Silence Nogood,238,Drake & Diane (Drake // John Mellencamp),True,"mashup,electronic",0.7,0.583333333333
deadmau5,0.293016767129,11p39,0.0538116591928,Intentional Independent Inspiration,447,Some Chords (Original Mix),True,"electronic,house,deadmau5,electrohouse,revientapistas,2010s,minimal,ca,progressivehouse,electronicmusic",0.0,0.0
lilyallen,0.0315864283646,11nf2,0.0,Town Full of Losers,150,Everybody's Changing,True,"cover,femalevocalist,pop,acoustic,british,sweet,britpop,audioericfmcover,indierock",0.0,0.0
twodoorcinemaclub,0.585164907478,10spe,0.385650224215,All Things Go,249,Something Good Can Work (The Twelves Remix),True,"electronic,indie,remix,dance,indiedance,kitsune,indieelectronic,electronica,electronicindie,2010s",1.0,0.666666666667
aloeblacc,0.48856308073,zrgm,0.345291479821,The 'Spill,245,I Need a Dollar,True,"soul,neosoul,2010s,indie,bestof2010s,pop,rhythmandblues,retro",0.0,0.0
thehoodinternet,0.225184912216,10g9w,0.0358744394619,Hear No Evil,211,Nuthin' But A Journal Thang (Dr. Dre vs Class Actress),True,"mashup,2010s,00s,raphiphop",1.0,1.0
theophiluslondonvsvampireweekend,0.0414045431813,12hca,0.0358744394619,CHROMEMUSIC,151,Give It Up Dad,True,,0.0,0.0
thejimihendrixexperience,0.0210839409334,11ngk,0.00448430493274,indie shuffle,408,Like A Rolling Stone (Bob Dylan Cover),True,"psychedelic,psychedelicrock,classicrock,rock",0.0,0.0
mgmt,0.0161354004896,11mhk,0.0,earmilk,329,Kids (DJ STHLM Remix),True,"electronic,indie,psychedelic,alternative,indiepop",0.666666666667,1.0
waltermurphythebigappleband,0.1293990682,kkj9,0.0582959641256,Schitz Popinov,225,A Fifth of Beethoven (Soulwax Remix),True,"instrumental,disco",0.0,0.0
jayzvsthedapkings,0.0574346555763,14c8p,0.0448430493274,Kick Kick Snare,238,99 Problems (Prince Ballard Royal Edit),True,,0.0,0.0
shwayze,0.0361401384538,11mk1,0.0,Stoney Roads,247,04 GET U HOME - (Bloody Beetroots Italo Disco Rmx),True,"hiphop,chill,alternativehiphop,rap",1.0,0.0
whiterabbits,0.0811771208971,r37c,0.300448430493,Chromewaves,189,Percussion Gun,True,"indie,percussion,rock,drums,indierock,2009,awesome,alternative,whiterabbits,00s",0.0,0.0
phoenix,0.228001368745,rm01,0.0403587443946,Kick Kick Snare,258,1901 (Customised by DLID),True,"indie,french,indiepop,electronic,rock",1.0,0.5
camron,0.0369034771393,11gk0,0.00448430493274,One A Day,243,Spend The Night,True,"hiphop,killacam,rap,diplomats",0.0,0.0
solidgold,0.0165565528678,mrhv,0.0403587443946,Both Sides of the Mouth,258,Who You Gonna Run To?,True,"ethereal,downtempo,dreamy,minnesota,mesmerizing,shimmery,chillout,fluorescent,minneapolis,hypnotic",0.0,0.0
chiddybang,0.211128951594,112cr,0.0403587443946,Sunset in the Rearview,187,Hey London,True,"hiphop,rap,electronic",1.0,0.545454545455
coconutrecords,0.169303256034,91z5,0.179372197309,Side One Track One,208,West Coast,True,"indie,indiepop,summer,california,westcoast,jasonschwartzman,roadtripmusic,mellow,00s,singersongwriter",0.0,0.0
hathbanger,0.086546813719,zezy,0.0269058295964,on THE spur of the moment,195,Party and Bullshit In the U.S.A. (Miley vs. Notorious B.I.G.),True,"electronic,rap,hiphop,comedy,parody,mashup",0.0,0.0
heychamp,0.163275512621,kq1z,0.224215246637,We Are Noise,263,Cold Dust Girl,True,"electronic,electropop,indie,indietronica,synth,electro,dance,awesome,crankitup,yyeeeessssss",0.0,0.0
miikesnow,0.273906977968,shb9,0.0538116591928,This Bonus Track,250,Song for No One,True,"indie,electronic,electropop,verychill,pop,swedish,electronica,2009,00s,repeatrepeatrepeat",1.0,0.5
ludacrisvske$ha,0.0507225395488,112sm,0.00448430493274,20 Watts,204,$hwagger Jagger (Pres Mashup),True,,0.0,0.0
kingsofconvenience,0.13684820089,tqc7,0.0717488789238,Et Musique Pour Tous,258,I Don't Know What I Can Save You From (Röyksopp Remix),True,"chill,indie,remix,electronic,indiepop,acoustic,mellow,downtempo,norwegian,kingsofconvenience",0.75,0.833333333333
kidcudi,0.530546708431,j3n8,0.067264573991,The New LoFi,219,The Prayer,True,"rap,hiphop,chill,kidcudi,theprayer,mixtape,2008,niiiiiice,malevocalists,rocketshoesmixtapes",1.0,0.833333333333
biggievstupacvsthexx,0.298623358164,v9et,0.0538116591928,Cause=Time,149,Runnin With The xx (Quix vs Elliot Blend),True,"masterpiece,thugrap",0.0,0.0
twodoorcinemaclub,0.634597667869,107fw,0.139013452915,Simply 7,191,What You Know,True,"indie,british,indiepop,electronic,indierock,2010s,irish,alternativeindie,newbritishinvasion,bestof2010s",1.0,0.0
birdman,0.0248479903135,107nt,0.0,earmilk,187,Loyalty f. Lil Wayne & Tyga,True,"rap,hiphop,dirtysouth,southernrap",0.0,0.0
yeahyeahyeahs,0.137269353268,107a4,0.0224215246637,Raised on Indie,180,Maps [TGIK Remix],True,"indie,indierock,femalevocalist,alternative,rock,alternativerock",1.0,0.0
jonsi,0.054407622858,1077k,0.0627802690583,The Wounded Jukebox,255,Tornado,True,"brilliantgibberish,epic,kickass,soundscapes,sigurros",0.0,0.0
kidcudiftsnoopdogg,0.0822036798189,107z7,0.0,First up!,271,I Do My Thing (prod. by Dr. Dre),True,,0.0,0.0
kidzinthehall,0.0254533968572,108mg,0.0134529147982,blahblahblahscience,278,Take Over the World (Feat. Colin Munroe) (Prod. Just Blaze),True,"hiphop,rap,chicago,alternativerap,undergroundhiphop",0.0,0.0
kos,0.077334105446,5f4j,0.0403587443946,Auditor Records,230,Sunday Morning,True,"canadian,kos,top40,hiphop,funk,kos,cantcon,pop,earworm",1.0,0.0
drake,0.110710431418,105xk,0.085201793722,surviving the golden age,236,Over,True,"drake,hiphop,rap,youngmoney,2010s,inspirational,canadian",0.5,0.5
angusjuliastone,0.0372983074939,106x7,0.00896860986547,Streetkiss music,296,Silver Coin,True,"folk,blues,memories,beautiful,romantic,australian,acoustic,rock,herzanohr,dreamy",0.0,1.0
mumfordandsons,0.39738359085,w6fn,0.112107623318,Indieball,261,Little Lion Man,True,"folk,visceral,transcending,freedom,liebling,littlelionman,epic,ansiedade,alternativerock,running",0.0,0.0
sublime,0.00887052196573,10rst,0.0,Hear No Evil,212,Scarlet Begonias,True,"ska,reggae,sublime,cover,dub,punk,skapunk,rock,chill,drugs",0.0,0.0
brandx,0.0699902608513,12gsj,0.0179372197309,Vacay Wave,209,Chillin on the Plane L (M.I.A. x Wale x Lady Gaga),True,mashup,0.0,0.0
waitwhat,0.110552499276,10s72,0.0224215246637,La detente generale,183,Islands Is The Limit (The Notorious B.I.G. vs. the xx),True,"hiphop,indie,rap,mashup,mashup,swinginsummersingles,djprophet,speedfreaks,dirtylaundry",1.0,1.0
thevelvetunderground,0.0332447158538,ywmy,0.00448430493274,songs that are good,450,Oh! Sweet Nuthin',True,"classicrock,rock,psychedelic,thevelvetunderground,70s,protopunk,mellow,60s,soundtrack",0.0,0.0
jayzvsblackkids,0.0940485904556,10s43,0.00896860986547,say it like slam,192,Not Gunna Encore (Ha! Yes Mash-Up),True,,0.0,0.0
victormenegaux,0.0548550972599,n8r6,0.00448430493274,Rollo & Grady,195,Going Back To Dani (Notorious B.I.G. vs. Red Hot Chili Peppers),True,"mashup,bootiemashup,dance,bootiemashupdj,bootie,mashup,rap",0.0,0.0
waitwhat,0.043168118765,10s0e,0.00896860986547,Sunset in the Rearview,258,mo stars mo problems [the notorious b.i.g. vs. the xx],True,"rap,hiphop,thexx,thenotoriousbig,diddy,badboyrecords,indiehiphop,mase,mashup,dirty",1.0,0.545454545455
waitwhat,0.0128188255113,10s0d,0.00448430493274,THE RATCATCHERS,272,it's all about the crystalizabeths [the notorious b.i.g. vs. the xx],True,"mashup,djprophet,favs,swinginsummersingles,gh",1.0,0.0
thehoodinternet,0.0149509094259,t7gk,0.0134529147982,The Music Ninja,238,Make The Loop Say Aye (OJ Da Juiceman vs Discovery),True,"mashup,electronic,remix,hiphop,mashup",1.0,0.833333333333
thehoodinternet,0.163749309047,rmg6,0.0448430493274,JayeL Audio Music,169,Comfortable Up Here (Lil Wayne vs Röyksopp),True,"mashup,electronic,remix,hiphop,mashup",1.0,0.277777777778
waitwhat,0.0518543865652,10npy,0.0313901345291,Indie Shuffle,236,juicy-r [the notorious b.i.g. vs. the xx],True,"mashup,dirtylaundry,notoriousbig,djprophet,catchyashell,thexx,topquality,ionbradio,hiphop,speedfreaks",1.0,0.478260869565
dangermousesparklehorse,0.123081782527,rxp3,0.143497757848,Indie Rock Cafe,273,Little Girl (w/ Julian Casablancas),True,"experimental,indie,indierock,rock,alternative",0.0,0.0
bonethugsnharmony,0.00731752257114,10nwd,0.00448430493274,melophobe,257,D.O.A. (Jay Z Cover),True,"hiphop,rap,gangstarap",0.0,0.0
miikesnow,0.242399515675,shb4,0.134529147982,Side One Track One,386,Silvia,True,"electronic,alternative,electropop,pop,beautiful,silvia,swedish,indie,synth,chill",1.0,0.5
edwardsharpethemagneticzeros,0.688057697876,tedp,0.533632286996,The 'Spill,304,Home,True,"folk,indiefolk,indie,whistling,upbeat,happy,summer,alternative,epic,home",0.0,0.0
thewhitepanda,0.248637835277,10e1a,0.0627802690583,Salacious Sound,201,Tipsy In The Sun (Weezer // J-Kwon),True,"mashup,electronic",0.7,0.25
mattkim,0.243478718644,vchz,0.0627802690583,Cougar Microbes,275,Daylight (Troublemaker Remix feat. De La Soul),True,me,1.0,0.2
thewhitepanda,0.0413255771104,1088r,0.0403587443946,FYaCity,185,"Ready For My Neck, My Back (Hot Chip // Khia)",True,"mashup,electronic",0.7,0.0
clockwork,0.122502698007,10dfz,0.00448430493274,The Music Ninja,243,Office Musik (Dwight K. Shrute Vs. Weezy F. Baby),True,"mashup,2010s,hiphop",0.0,0.0
thexx,0.0162933326314,w2xz,0.0134529147982,Streetkiss music,258,Teardrops,True,"cover,indie,downtempo,alternative,easy,mushy,sad,cool,england,experimental",1.0,1.0
thebeachboys,0.203048090337,v1rq,0.0493273542601,My Universal Language,219,Wouldn't It Be Nice (The Girls Can Hear Us Remix),True,electronic,0.0,0.0
lupefiasco,0.0626727382801,zk4s,0.0224215246637,Dipped in Dollars,240,What U Want,True,"adversity,chill,ambition,city,women",1.0,0.0
otisredding,0.108315127267,8fyp,0.0627802690583,THE VINYL VILLAIN,162,(Sittin' On) The Dock Of The Bay,True,"soul,60s,oldies,rhythmandblues,motown,otisredding,blues,malevocalists,mellow",1.0,1.0
thehoodinternet,0.186623147588,zfa7,0.0627802690583,earmilk,185,Ignition (Keep It Remixing Louder) (R. Kelly vs Major Lazer),True,"mashup,electronic,remix,hiphop,mashup",1.0,1.0
vampireweekend,0.0320339027664,zh5d,0.085201793722,indie rocker revolution,145,Ruby Soho (Rancid Cover),True,"cover,sweetcover,live,atrociouscover",1.0,1.0
phoenix,0.34708220368,4jcp,0.125560538117,One A Day,267,If I Ever Feel Better,True,"indie,electronic,pop,french,dance,indiepop,phoenix,rock,alternative,funky",1.0,0.75
ruskovsludacris,0.0291911242136,zwcs,0.0179372197309,POSTMUSIC,214,I Can Go Thug (Twerkshop Mashup),True,"mashup,rusko,cockneythug",0.0,0.0
thewhitepanda,0.346687373325,zx98,0.0403587443946,Silence Nogood,200,Shooting Superstars (Eminem vs Bag Raiders),True,"mashup,hiphop",0.7,0.583333333333
blur,0.0522755389434,tet1,0.0134529147982,indie shuffle,319,Song 2 (Vengeance Remix),True,"britpop,rock,indie,alternative,british",1.0,1.0
modestmouse,0.187096944013,6ts0,0.130044843049,The Music Ninja,208,Float On,True,"indie,indierock,alternative,rock,modestmouse,alternativerock,indiepop,happy,catchy,00s",0.0,0.0
kanyewest,0.665131215288,1cxw,0.0986547085202,Silence Nogood,315,Get Em High (Ratatat Remix),True,"coolbeat,partay,dance,electronic,hiphop,excelente,weedmentioned,00s",0.5,0.583333333333
thewhitestboyalive,0.153220499592,p8k5,0.0941704035874,SLOANE RANGER,212,1517,True,"indie,dance,electronic,ridingmybike,fifa2010s,alternative,favbasslines,fotomotorwork,bestof2009,whitestboyalive",0.0,0.0
birdmanftdrakebunb,0.0142402147877,x834,0.0,First up!,252,Mo Milly (Feat. Drake And Bun B),True,,0.0,0.0
djmehdi,0.0179779421442,8smr,0.0134529147982,The Wet Blog,371,Signatune (Spiller Remix),True,"edbanger,frenchtouch,house,frenchhouse,electronic,electro",0.0,0.0
phoenix,0.03090205575,xfvr,0.0134529147982,EARMILK,247,1901 (Neon Steve Remix),True,"indie,french,indiepop,electronic,rock",1.0,0.692307692308
loscampesinos!,0.0268747861336,e1e5,0.085201793722,Gigantic,406,You! Me! Dancing!,True,"indie,tiamo,indiepop,alternative,rock,moonflowerlikes,awesome",0.0,0.0
daftpunk,0.0203995683188,xfwv,0.0,ilictronix,344,Around the World (Sebastian Leger's Not To Be Released Remix),True,"electronic,dance,house,electronica,techno",1.0,1.0
rjd2,0.0247163801953,t7ng,0.0134529147982,The MusicFile,297,Good Times Roll Pt 2,True,"hiphop,triphop,turntablism,electronica,funky,electronic,breaks,downtempo,undergroundhiphop,topquality",1.0,0.0
aesoprock,0.0795451554315,6k70,0.0403587443946,katarokkar,266,Daylight,True,"hiphop,undergroundhiphop,rap,aesoprock,underground,defjux,chill,definitivejux,indie,newyork",0.0,0.0
thehoodinternet,0.267510726225,zbjg,0.0448430493274,Penned Madness,193,The XX Gon' Give It To Ya (DMX vs The XX),True,"mashup,mashup,hiphop,rap",1.0,0.666666666667
yacht,0.107209602274,saem,0.255605381166,The Panic Manual,309,Psychic City (Voodoo City),True,"partytime,mdv,nixpartly,indie,ohmy,nixvocalising,feelgoodsongs,partyambience,yacht,danceparty",0.0,0.0
passionpit,0.0462214735069,z40m,0.00896860986547,CHROMEMUSIC,143,Sleepyhead (Acoustic Piano Version),True,"sleeping,sleep",1.0,0.5
feverray,0.269405911927,wr53,0.165919282511,Namunël,288,Seven (The Twelves Remix),True,"house,progressivehouse,ohmondie,frenchhouse,greatmemories,tocheckout,favouriteremixes,favs4265,vertic,soulfulhouse",1.0,0.0
mumfordsons,0.243031244242,n6m3,0.22869955157,The Blue Walrus,247,Little Lion Man,True,"folk,indiefolk,indie,british,acoustic,banjo,bluegrass,catchy,2009,folkrock",0.0,0.0
davidguettaftkidcudi,0.0459056092232,yzkj,0.00448430493274,TAjT,303,Memories (Leo Lotsaless Remix Big Room Build),True,bestmemories,0.0,0.0
metric,0.056223842489,v4hg,0.0134529147982,The Digital Outhouse,184,"Don't Think Twice, It's Alright",True,greatcover,1.0,1.0
radiokrome,0.0113711142113,tbhd,0.00448430493274,Subservient Experiment,187,Amanda Blank - Might Like You Better (RADIO KROME Remix),True,,0.0,0.0
danblackfeatkidcudi,0.321260298492,yzsk,0.179372197309,My Universal Language,223,Symphonies (Remix),True,"house,remix,dance,electronic,electro,electrohouse,ost,2k11,malevocalists,nba",0.0,0.0
justicevswutangclan,0.0594614513964,wc2b,0.0313901345291,earmilk,211,Cream Your Friends (Starters Remix),True,"mashup,hiphouse,hous,rap",0.0,0.0
wale,0.155220973388,wtk5,0.0358744394619,Et Musique Pour Tous,202,90210 (prod. by Mark Ronson),True,"zipcodes,00s",1.0,0.833333333333
thehoodinternet,0.142875944303,sxxg,0.0538116591928,Cougar Microbes,207,Billie Wildcat Jean (Michael Jackson vs Ratatat),True,"fav,electronic,party",1.0,0.2
andrewbird,0.00781764102024,pe12,0.0269058295964,עונג שבת,337,"Not A Robot, But A Ghost",True,"indie,singersongwriter,strings,bestof2009,machinery,rock,indierock,enigmatic,favourites,propersongs",0.0,0.0
focus,0.0149509094259,xprk,0.0224215246637,The 'Spill,403,Hocus Pocus,True,"progressiverock,rock,70s,classicrock,instrumental,psychedelic,experimental,yodeling,dutch,progressive",0.0,0.0
phoenix,0.0147929772841,c520,0.0134529147982,AWmusic,221,One Time Too Many,True,"indie,french,indiepop,pop,indierock,electronic,alternative,chill,sweet,rock",1.0,1.0
mward,0.00602774341291,q3ke,0.0134529147982,Loft And Lost,255,Hi-Fi,True,"folk,singersongwriter,indie,altcountry,indierock",0.0,0.0
thewhitepanda,0.0438788134032,xp2g,0.00448430493274,Muzjiks,226,Stuntin' Like My Energy (Lil Wayne vs Keri Hilson),True,"mashup,electronic",0.7,1.0
yeahyeahyeahs,0.151720144245,xqjv,0.0269058295964,The Music Ninja,230,Maps (Acoustic/Strings Version),True,"indiepop,acoustic,indie,hypemachine,femalevocalist",1.0,0.833333333333
flyinglotus,0.0337185122792,j17x,0.0358744394619,Sunset in the Rearview,186,Robo Tussin feat. Lil Wayne.aif 15.41.55PM,True,wonky,0.0,0.0
